,Attacks,Malware,Vulnerabilities,SecurityBudget,DeliveryDelay,CommodityPrices,Inventory,TransportCost,AuditDeficiencies,ComplianceFailures,PolicyChanges
2019-09-19,69,36,28,17056.21487699341,10.637794491216225,24.050010571095473,312,75.77878436487889,3,7,0
2019-09-20,11,48,5,21136.831877287434,9.154300538910425,27.69771993844867,152,577.4996283489609,4,2,0
2019-09-21,10,48,19,17230.86334528975,12.842272734755245,17.861943012020035,211,11.507070835448541,2,3,0
2019-09-22,57,44,17,20456.686649686348,13.273483344744822,23.394424048262245,258,100.96888219558299,7,6,0
2019-09-23,21,30,16,21839.751299151412,4.316636284579307,20.647158025243893,339,40.73100451940988,4,5,0
2019-09-24,78,43,15,16902.279308201374,7.930872684414417,18.08642022287244,249,574.416603188201,2,4,0
2019-09-25,46,41,8,20208.857827006792,7.765029412664849,24.203801888110185,238,795.5429189602667,2,4,0
2019-09-26,41,51,16,19690.59744390119,10.381695983827786,15.999820053238375,212,14.23809476800118,1,5,0
2019-09-27,18,51,4,15710.374214033412,19.135458833664703,20.162476023935586,242,352.7859709051069,2,8,0
2019-09-28,28,53,26,23183.078176753028,9.143875432937488,21.28678363302226,469,432.11309746104837,3,2,0
2019-09-29,57,43,17,18356.82400642842,26.387529673350237,21.105446851793516,237,205.5490158016056,6,4,0
2019-09-30,89,55,18,20745.821975518797,6.673548924878501,16.12296620823065,403,267.24432353849596,5,5,0
2019-10-01,12,34,30,20147.842349331346,10.258721626930685,30.29802609984342,130,248.65217062819858,3,6,0
2019-10-02,29,31,23,20132.605045704422,7.618069572437714,26.31122666411056,392,354.0749033020101,2,6,0
2019-10-03,33,26,-4,16072.223942084875,9.12664444864867,24.95206279374794,207,49.776000964080445,4,9,0
2019-10-04,63,45,34,19234.820092493326,10.365428608965766,27.166064874889308,383,492.99268906009144,2,7,0
2019-10-05,42,42,14,19523.6675920657,14.86084820480733,20.34380773868692,258,182.9744152875133,3,5,0
2019-10-06,33,57,9,22336.428403644484,6.703404821426292,18.143548492848154,425,172.3166615669909,4,3,0
2019-10-07,84,43,25,23400.188319206987,8.958826399404952,14.554821122328011,113,261.5498638435005,1,5,0
2019-10-08,81,52,20,20449.82278100018,8.454752828594138,16.482842060236756,221,41.647078045024,9,6,0
2019-10-09,45,58,18,15867.829540649906,15.55496155284401,14.929883098480028,314,31.39214854314043,4,7,0
2019-10-10,47,43,14,17368.494705965462,13.650259019713832,17.359472592887467,371,131.49486976950436,3,9,0
2019-10-11,93,52,20,16649.34026852731,16.572673192512465,21.38237813066589,124,694.7408729612013,3,5,0
2019-10-12,98,60,15,16246.150631891247,11.937796779430982,24.570124496057037,421,45.35939725488229,2,5,0
2019-10-13,34,37,31,18658.992986178077,6.292601030875293,24.431767538944264,393,176.82392097194938,2,1,0
2019-10-14,27,50,13,17293.93502154382,10.654255148687069,14.14246177385537,268,72.48039359132893,4,2,0
2019-10-15,91,43,30,17183.031118115123,9.118420701377069,23.445646594015024,202,63.37196497013857,2,3,0
2019-10-16,75,38,21,15546.931745762677,8.799493523944083,25.71928718706855,453,244.87511991828882,2,2,0
2019-10-17,63,34,27,15176.70044795434,10.541126476873385,18.7288243572233,470,317.1502065628897,2,4,0
2019-10-18,44,38,24,16027.682426497819,6.210824173618903,25.988750137877695,139,67.52166646474237,3,4,0
2019-10-19,89,50,24,16721.974794236332,5.938959945110313,24.379001300501038,334,594.2203772133186,2,6,0
2019-10-20,70,33,16,19309.83728848203,15.393376524282894,13.67704528743516,419,226.44534797001646,3,5,0
2019-10-21,50,44,14,20105.202612988447,5.697092245928279,30.95868093203935,188,116.55019463924103,3,5,0
2019-10-22,42,58,13,16405.919181733654,8.743429437916008,16.421762179250212,199,210.08622378588294,3,5,0
2019-10-23,77,54,28,19247.83341524186,20.609749607077447,24.787099739127616,243,1137.2263092891524,3,4,0
2019-10-24,42,44,27,18417.488423259274,13.442672686799686,24.60611000199292,181,315.30194999454005,4,9,0
2019-10-25,23,66,18,16834.23643497956,4.971854666897681,13.879940491950126,176,73.79589189968925,6,2,0
2019-10-26,30,68,10,15068.407481483635,16.155994955778326,20.894897422530207,158,145.66252954379507,2,9,0
2019-10-27,57,50,17,19670.178665217416,14.420231555121209,24.544581552696048,328,169.23171511268941,3,4,0
2019-10-28,29,25,22,21856.517492651994,12.625174852843855,13.8269334600765,190,288.690964113198,5,5,0
2019-10-29,17,58,19,17262.77334143807,13.216688901523234,20.49808079923156,453,188.58479014967872,1,2,0
2019-10-30,16,27,26,16318.068298966793,6.370998207439863,24.96336527184483,494,987.6455802545693,4,2,0
2019-10-31,76,64,50,23870.42744446962,13.722754656982243,25.286202998935526,100,118.31062385420967,3,4,0
2019-11-01,26,60,12,17750.247724877976,18.14061548426234,18.01463487857681,368,26.313820687267214,6,6,0
2019-11-02,42,67,19,17236.12619792665,8.492015029802774,27.7218460795441,385,183.92509263916935,3,4,0
2019-11-03,57,52,18,23570.969396099157,7.913924608972551,26.527610291756663,296,95.47598986055485,1,5,0
2019-11-04,85,46,15,23171.070991667613,8.337305083167266,21.206139819712003,373,32.982232581459684,4,4,0
2019-11-05,68,45,13,19483.464705246337,12.541556830756837,16.705242783664453,177,73.44053405913849,3,4,0
2019-11-06,95,44,6,19892.388614277745,13.404005877736905,14.170740889839822,240,103.71139897654928,2,8,0
2019-11-07,31,59,30,17177.48704834022,6.8821208974481225,21.88772830724557,387,463.96272560450046,4,7,0
2019-11-08,39,57,18,15783.016704795575,3.3881947059272237,27.322562855284147,170,33.674863946731705,6,5,0
2019-11-09,47,51,19,20734.31825355661,7.279115366874414,19.26423667111405,149,210.5630782914364,3,3,0
2019-11-10,60,42,32,15983.449215902132,7.341683018703059,15.704590781293891,471,1367.14598261205,6,3,0
2019-11-11,63,76,26,19492.7454695665,13.424925544829579,24.124619425879978,468,124.60370789822717,5,9,0
2019-11-12,17,59,10,24404.971985130105,12.013072733676397,20.872562480919626,179,120.99624479158076,2,3,0
2019-11-13,36,34,21,24528.343891705845,10.489224936320573,22.579524935992993,334,304.8367902589229,4,7,0
2019-11-14,36,44,18,17393.322865473587,9.825379901217666,17.37360664515055,386,250.18023445054567,1,4,0
2019-11-15,30,59,26,21241.134200456545,11.195636779092187,18.15074394281367,406,612.508134963669,4,10,0
2019-11-16,39,42,24,19740.762641078574,14.550412464987398,17.350021681634345,254,125.57320208844021,1,4,0
2019-11-17,37,53,24,23756.85127586106,13.795325320056513,22.495845614089173,159,299.5235099038729,2,4,0
2019-11-18,73,59,16,17714.30864276053,6.801680956690273,18.303021597844438,132,304.3263936833759,5,6,0
2019-11-19,78,16,27,15037.024068324168,8.735738950087617,22.962121814855788,226,106.10658490070284,1,9,0
2019-11-20,70,48,5,16625.61205931415,7.674946632969022,16.893141895290146,320,132.42544529138254,4,10,0
2019-11-21,57,49,11,18495.22801169398,10.044155319153484,22.487507843173614,299,146.76032713620467,1,6,0
2019-11-22,28,45,16,18157.211297704886,11.846541788628098,23.51890585158047,225,43.047329023477516,3,6,0
2019-11-23,13,53,7,22913.629191228858,2.2429557649031904,21.657714748044057,140,100.61703794003787,2,5,0
2019-11-24,44,56,14,21805.606661388378,6.8625419043566485,24.58521723379753,374,662.5953862667211,4,6,0
2019-11-25,73,51,27,17995.56319614897,13.452322590168372,17.59271753935405,396,418.93535150671937,3,7,0
2019-11-26,58,46,34,19577.438171662136,6.335622349490094,23.46321066459173,184,83.1016106949697,5,5,0
2019-11-27,26,56,15,15955.591039583353,5.046952024044206,21.1667265642049,188,146.09511051085465,6,6,0
2019-11-28,53,50,14,23981.464448201008,6.261631137674551,15.951330766215285,141,392.05019867162764,4,5,0
2019-11-29,39,47,15,24354.24824448534,12.648361038020886,10.464839893194583,219,231.2283354682431,5,5,0
2019-11-30,55,36,15,24798.03535380938,4.090074352754049,11.534199357633462,378,330.27014886605974,7,8,0
2019-12-01,15,34,3,23685.528307858374,16.904006088273473,8.958192485457001,132,253.18694243914396,2,4,0
2019-12-02,46,36,32,16739.608876962255,11.23787049768906,22.13064638784202,375,184.08753951951164,4,3,0
2019-12-03,33,52,13,15461.964832016289,11.78525487763628,18.376154891290895,252,125.72629938660745,6,5,0
2019-12-04,55,49,18,20795.96727412674,6.770758304890273,20.436061695252626,189,44.920373280891226,3,3,0
2019-12-05,62,35,-3,24126.050268831103,9.547624209669118,19.09799208268991,203,296.5556484960673,7,5,0
2019-12-06,69,56,28,16773.51361659743,13.092147434165478,22.908350364443965,111,118.89585977146243,6,8,0
2019-12-07,72,63,25,15070.429146241418,12.265261786616357,23.054562002239013,259,28.563026625626726,3,6,0
2019-12-08,94,44,34,23054.960460322443,7.322493320864999,20.21450416867887,295,85.99945910771609,1,7,0
2019-12-09,41,32,26,15767.95684286734,19.06948397313061,20.517102232970323,498,348.03035029146184,2,3,0
2019-12-10,96,42,16,19137.060319100303,10.458696037961158,20.716823441891684,406,21.84201959137674,4,8,0
2019-12-11,42,58,14,21788.87337188785,12.57262421240632,26.958914759169367,361,53.00973016942283,4,5,0
2019-12-12,76,55,24,17367.975854561802,11.642981097083796,9.977007255862782,190,170.227095474168,5,1,0
2019-12-13,27,40,17,15839.625634467267,5.342089024542737,16.64739552525726,296,605.2966348419607,4,6,0
2019-12-14,34,65,21,22700.212284558285,8.580596150825054,24.326306467617282,168,403.41913912709913,4,9,0
2019-12-15,63,63,-5,21301.750848870415,5.596016453573587,25.539512491375493,319,666.2297750556178,2,2,0
2019-12-16,67,42,6,24884.904844868048,12.55741588210412,22.13600041759153,478,182.68837797169977,6,5,0
2019-12-17,76,42,20,18443.080333199592,7.149469504550547,19.079364957477313,313,120.40000393205293,1,8,0
2019-12-18,55,44,21,15617.623862901997,11.151078776467072,29.30779853836398,245,344.9179885527439,1,1,0
2019-12-19,33,44,25,22343.500353352956,6.69167165142514,20.889058749618876,332,60.37847819465696,7,6,0
2019-12-20,41,59,10,20217.334188532455,11.366751709011995,20.15392995088148,470,55.847052552148675,3,5,0
2019-12-21,56,54,20,17132.03931389135,3.6643067370478994,26.658926565214784,333,46.7544867705903,3,4,0
2019-12-22,95,58,12,22817.289890047592,15.756834393918552,22.37775567361841,313,440.9293334360008,1,6,0
2019-12-23,32,56,8,17037.554858499436,6.914554177720849,24.699151110945955,466,64.41969584940475,2,2,0
2019-12-24,75,67,18,17606.616548329366,17.230028047504028,25.284861666997884,160,403.6722993217934,1,6,0
2019-12-25,36,39,11,15925.28554366719,2.1465435977583978,18.137641888049515,462,172.16447736784204,1,0,0
2019-12-26,11,53,13,18994.322790308543,6.476399146927038,28.83865906181964,177,446.63408140823253,2,4,0
2019-12-27,99,28,16,19189.29223937419,6.380121854279145,7.689399445369688,194,49.13727042458178,3,5,0
2019-12-28,26,36,14,20145.617903482984,5.4024029730814105,10.101715460963707,429,79.3988864279621,2,4,0
2019-12-29,42,49,8,22089.642671237772,10.133813355170382,16.598926888638484,315,233.68850757906176,7,4,0
2019-12-30,18,54,8,24061.009286804256,17.42798806866609,17.88319721862622,312,96.45148089966384,4,7,0
2019-12-31,52,48,12,16377.340988878086,7.158737222108128,21.813123457177422,403,12.263776919228782,4,8,0
2020-01-01,57,44,5,15543.48098348657,12.165914368282689,16.55277731245329,299,37.62770249466042,3,8,0
2020-01-02,48,46,22,15185.312335943332,12.693844897647722,19.94040805013588,451,48.751857826487885,4,5,0
2020-01-03,51,63,15,16436.213780688162,4.656740824269449,18.97428663716104,130,52.50213679568867,4,8,0
2020-01-04,35,46,15,21579.49485781626,8.020102754386826,30.022325319698712,389,293.472278052554,7,8,0
2020-01-05,59,67,16,22274.770779964965,10.66229182864229,15.975121703749457,442,207.89823202192122,4,4,0
2020-01-06,34,57,23,22865.057135281222,7.76889774340611,11.58477721719176,234,174.55233546444694,4,4,0
2020-01-07,33,54,29,17437.082119043425,15.495049813154363,25.595001162700523,182,1106.1812065722997,1,2,0
2020-01-08,22,38,25,18058.948132615198,6.1575766535504535,16.430217166942565,490,480.6909055630989,1,5,0
2020-01-09,69,59,24,19831.346455654995,16.282652606861944,19.54168354574877,146,330.9010176095613,1,9,0
2020-01-10,16,45,19,15631.830968602266,11.30130659288736,16.769122749368133,491,33.27259016926267,5,5,0
2020-01-11,66,38,24,21111.41523211246,6.455566848335388,23.685880490255965,305,157.51803131160997,6,6,0
2020-01-12,45,55,21,24837.350336757576,8.05971900803714,13.128627222226351,484,200.0758735429933,3,2,0
2020-01-13,54,36,13,18608.063113780026,9.429300935763488,6.004040765520124,480,97.9809204802507,6,3,1
2020-01-14,29,42,13,22528.47475091384,7.28794126053569,26.478581442366472,176,817.6053645634345,7,5,0
2020-01-15,74,49,15,20000.339155696078,17.189306244710274,21.237354054115787,358,156.21041469608735,2,9,0
2020-01-16,17,72,31,16278.118443603827,8.806223006296532,25.363222085786223,191,43.4517546789821,3,4,0
2020-01-17,25,43,20,20822.374488025864,17.664894742881952,26.311059864464536,498,54.741528670789435,3,8,0
2020-01-18,23,45,25,17998.74268444065,13.959662650586194,15.417668931038364,199,1454.3907133996413,2,3,0
2020-01-19,85,57,16,15344.032084534583,3.6122136232144544,20.30332498948366,482,97.50240289022888,2,6,0
2020-01-20,96,37,18,21349.297301177437,4.165918461834638,22.526942395477768,294,18.568582818322902,1,5,0
2020-01-21,24,54,10,23589.323493247277,6.8403651596726,19.458539639017637,291,81.50427879603028,2,7,0
2020-01-22,75,62,12,18447.697668998742,10.90537288244252,18.439243913321043,167,23.888101899720795,4,0,0
2020-01-23,41,46,27,18902.955472127705,4.752552109622215,18.931744065692524,488,371.4115691238707,1,3,0
2020-01-24,96,60,21,23910.216829672114,6.70163953255973,25.417714356526915,341,21.013139254816917,5,3,0
2020-01-25,72,52,16,23136.08813367356,9.315592738443662,18.704939024562236,189,36.517620943252,3,9,0
2020-01-26,95,42,27,22149.52823551777,20.04348982749542,23.001147338017383,444,149.00629606330162,3,3,0
2020-01-27,60,48,14,17487.970637531478,12.880975055216277,21.734464018410467,109,450.0596668687904,3,1,0
2020-01-28,34,46,38,24102.166549666443,19.56810121654741,15.17908497414945,363,138.45784783198008,4,5,0
2020-01-29,67,49,16,16544.15757539213,10.42303427297494,21.509847447570632,367,42.19722928787112,0,5,0
2020-01-30,72,51,16,21267.705194172217,9.875891924126599,12.30664463533703,419,178.13879447576412,4,7,1
2020-01-31,71,55,16,15288.011805465187,8.812827074793402,22.00716618472189,217,92.96309031323307,6,9,0
2020-02-01,31,55,10,21437.19806324946,9.753370645771016,24.4555859312875,349,460.67931562139717,4,5,0
2020-02-02,67,25,9,17771.4435187336,5.27057921199938,25.60707014548461,158,348.9009257097971,1,8,0
2020-02-03,67,49,23,19496.7697718372,11.984115170948023,15.236549296853738,294,86.7335293603457,3,6,0
2020-02-04,95,34,29,18452.64552057053,7.88730537882237,17.31922964301572,149,323.68564405208883,0,4,0
2020-02-05,58,47,26,16727.5675624621,8.12827453555309,21.420326035322613,395,194.65438748822194,5,8,0
2020-02-06,61,48,10,21219.80790093874,6.724739957216578,17.620375942322777,477,582.1973425010448,3,6,0
2020-02-07,51,59,20,23819.755551406073,5.161865763557879,10.355615086019958,196,310.18885035797655,2,4,0
2020-02-08,79,49,9,24590.842422824033,6.9374700520835715,17.29151763121777,226,256.46590322489556,4,6,0
2020-02-09,24,52,4,16923.46363153915,5.369298616868571,21.401008191203136,345,560.0127093116082,4,4,0
2020-02-10,63,57,23,22173.727740629736,11.221887790562805,25.33764157320241,186,150.71711686393368,6,2,0
2020-02-11,69,62,20,21643.39366605682,6.395158962352591,28.446042476131066,176,68.50450736559132,3,6,0
2020-02-12,17,48,7,18433.777895745727,15.81622115704442,20.624739171450383,476,181.42452712177922,2,7,0
2020-02-13,62,50,3,15190.991993537258,6.550497125256003,22.832472431988958,303,104.02026083323624,0,6,0
2020-02-14,69,50,42,21897.91247312866,19.617986517094625,24.803919956568954,245,271.5636497138713,3,3,0
2020-02-15,14,44,2,24454.948605595004,12.509465252278586,9.747202546916245,248,157.89717578110725,3,9,0
2020-02-16,77,42,18,21321.201219156515,8.410515592090478,14.90391954245233,210,222.05761437658163,4,1,0
2020-02-17,15,27,20,19352.927241876343,5.904426178720481,20.51281101786259,228,44.517628958977326,3,4,0
2020-02-18,56,39,9,20251.538941116283,9.127742385815512,27.779724341098905,352,246.72800495548807,4,4,0
2020-02-19,64,32,12,16996.288076599176,12.489940458640456,23.14880365936826,265,41.049440789812856,1,2,0
2020-02-20,49,62,16,22505.441637537377,10.634503266257815,21.64849802294508,396,388.29298922824864,0,4,0
2020-02-21,61,51,25,22464.19830009849,11.641196127486602,18.8594398072755,236,388.8736083632299,3,6,0
2020-02-22,25,48,20,16455.17300387425,10.734517578520702,22.133970653117533,378,210.1778616751491,2,8,0
2020-02-23,22,42,22,23779.783824996593,10.05764741431544,17.01779699233904,433,202.36781507733528,3,11,0
2020-02-24,39,50,40,17691.897394733052,6.382337147233355,16.100853602340035,110,118.66969118665133,2,7,0
2020-02-25,28,41,25,24822.560609366148,4.983779318637082,16.535315007040094,170,81.18831463449379,3,5,0
2020-02-26,26,51,18,18829.03014037246,10.596674046419144,26.702407555864724,258,146.20661529833373,3,6,0
2020-02-27,72,52,18,16778.840587344996,3.179242652010736,15.798739646023606,315,1077.8083164551997,0,7,0
2020-02-28,28,41,22,18517.201113456522,3.970522150191653,18.0061145608444,125,186.66562539193256,1,5,0
2020-02-29,67,41,23,19401.80328697193,7.8140200597869685,22.35505615912779,385,38.63856596507133,2,7,0
2020-03-01,64,59,20,15693.077730382949,15.446445372741003,15.599075737403894,261,26.88694986498116,4,5,0
2020-03-02,99,49,22,20782.183812232895,4.850472326279332,21.13081956162097,201,35.23097433987185,3,4,0
2020-03-03,99,42,1,20976.324398689005,5.456214089503116,21.129020967034084,168,101.73825826038734,0,5,0
2020-03-04,71,46,18,22389.304553494723,16.765048917154015,16.877729456200555,232,526.2619456789118,5,6,0
2020-03-05,32,39,15,15291.698922907433,16.098988413107648,18.706098898313893,288,53.330916698250924,3,6,0
2020-03-06,18,49,10,20412.382144338302,7.3904364286848185,15.282118550358351,310,615.0763980700825,2,4,0
2020-03-07,21,58,8,15529.074332706645,6.794415818781973,26.913830017713224,342,177.58482671350555,2,5,0
2020-03-08,10,49,22,22011.442199666533,6.414958821868398,21.287969303119272,265,240.6740836591882,2,8,0
